,user_id,search_query,category,clicked_products,timestamp
33,38a26a5a-4944-44f2-bdb1-feb46255fc05,storage solutions,Home & Kitchen,1,2025-06-09T13:18:16
34,38a26a5a-4944-44f2-bdb1-feb46255fc05,kitchen utensils,Home & Kitchen,0,2025-06-09T07:15:00
35,38a26a5a-4944-44f2-bdb1-feb46255fc05,toaster,Home & Kitchen,1,2025-06-09T21:09:42
36,38a26a5a-4944-44f2-bdb1-feb46255fc05,dinnerware,Home & Kitchen,1,2025-06-09T01:03:01
37,38a26a5a-4944-44f2-bdb1-feb46255fc05,blender,Home & Kitchen,0,2025-06-09T17:10:34
38,177f558a-93aa-4ae1-8715-ff53533abc04,children's books,Books,2,2025-06-09T08:50:49
39,177f558a-93aa-4ae1-8715-ff53533abc04,science books,Books,3,2025-06-07T11:13:17
40,177f558a-93aa-4ae1-8715-ff53533abc04,science books,Books,1,2025-06-08T17:58:17
41,177f558a-93aa-4ae1-8715-ff53533abc04,business books,Books,3,2025-06-08T00:04:40
42,177f558a-93aa-4ae1-8715-ff53533abc04,children's books,Books,1,2025-06-07T02:35:39
43,177f558a-93aa-4ae1-8715-ff53533abc04,winter jacket,Clothing,0,2025-06-05T17:13:44
44,177f558a-93aa-4ae1-8715-ff53533abc04,smart watch,Electronics,0,2025-06-09T12:53:42
45,177f558a-93aa-4ae1-8715-ff53533abc04,history books,Books,0,2025-06-07T11:46:12
46,177f558a-93aa-4ae1-8715-ff53533abc04,self-help books,Books,0,2025-06-04T14:59:11
47,177f558a-93aa-4ae1-8715-ff53533abc04,self-help books,Books,1,2025-06-07T05:02:20
48,177f558a-93aa-4ae1-8715-ff53533abc04,cookbooks,Books,2,2025-06-04T09:02:11
49,177f558a-93aa-4ae1-8715-ff53533abc04,science books,Books,0,2025-06-04T04:24:06
50,8d1bf869-cac0-4a42-83c7-7b704e1f2516,wireless earbuds,Electronics,0,2025-06-03T13:07:58
51,8d1bf869-cac0-4a42-83c7-7b704e1f2516,camera,Electronics,0,2025-06-09T01:26:11
52,8d1bf869-cac0-4a42-83c7-7b704e1f2516,wireless headphones,Electronics,2,2025-06-04T03:28:48
53,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smart watch,Electronics,0,2025-06-04T18:13:11
54,8d1bf869-cac0-4a42-83c7-7b704e1f2516,bluetooth speaker,Electronics,0,2025-06-06T11:37:49
55,8d1bf869-cac0-4a42-83c7-7b704e1f2516,gaming console,Electronics,0,2025-06-08T23:07:36
56,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smart watch,Electronics,0,2025-06-07T17:15:48
57,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smartphone,Electronics,0,2025-06-08T11:14:17
58,8d1bf869-cac0-4a42-83c7-7b704e1f2516,wireless earbuds,Electronics,0,2025-06-09T06:21:43
59,8d1bf869-cac0-4a42-83c7-7b704e1f2516,laptop,Electronics,0,2025-06-07T03:07:06
60,8d1bf869-cac0-4a42-83c7-7b704e1f2516,wireless headphones,Electronics,0,2025-06-05T02:30:50
61,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smartphone,Electronics,1,2025-06-05T14:30:09
62,8d1bf869-cac0-4a42-83c7-7b704e1f2516,camera,Electronics,0,2025-06-07T06:38:35
63,8d1bf869-cac0-4a42-83c7-7b704e1f2516,tablet,Electronics,0,2025-06-09T13:05:51
64,8d1bf869-cac0-4a42-83c7-7b704e1f2516,bluetooth speaker,Electronics,2,2025-06-09T04:26:24
65,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smart watch,Electronics,0,2025-06-01T09:50:31
66,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smartphone,Electronics,3,2025-06-03T05:24:16
67,8d1bf869-cac0-4a42-83c7-7b704e1f2516,gaming console,Electronics,0,2025-06-08T19:21:42
68,8d1bf869-cac0-4a42-83c7-7b704e1f2516,gaming console,Electronics,3,2025-06-03T14:01:42
69,8d1bf869-cac0-4a42-83c7-7b704e1f2516,camera,Electronics,3,2025-06-08T03:07:16
70,8d1bf869-cac0-4a42-83c7-7b704e1f2516,bluetooth speaker,Electronics,1,2025-06-09T02:29:23
71,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smart watch,Electronics,1,2025-06-09T15:42:48
72,8d1bf869-cac0-4a42-83c7-7b704e1f2516,wireless earbuds,Electronics,0,2025-06-01T15:14:56
73,8d1bf869-cac0-4a42-83c7-7b704e1f2516,wireless earbuds,Electronics,0,2025-06-05T00:17:15
74,8d1bf869-cac0-4a42-83c7-7b704e1f2516,bluetooth speaker,Electronics,1,2025-06-05T07:31:37
75,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smartphone,Electronics,1,2025-06-08T08:33:35
76,8d1bf869-cac0-4a42-83c7-7b704e1f2516,camera,Electronics,2,2025-06-06T12:47:40
77,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smart watch,Electronics,0,2025-06-05T11:27:52
78,8d1bf869-cac0-4a42-83c7-7b704e1f2516,tablet,Electronics,1,2025-06-06T04:21:15
79,8d1bf869-cac0-4a42-83c7-7b704e1f2516,gaming console,Electronics,1,2025-06-05T01:19:39
80,8d1bf869-cac0-4a42-83c7-7b704e1f2516,camera,Electronics,0,2025-06-06T11:08:45
81,8d1bf869-cac0-4a42-83c7-7b704e1f2516,smart watch,Electronics,2,2025-06-01T20:38:16
82,8d1bf869-cac0-4a42-83c7-7b704e1f2516,laptop,Electronics,0,2025-06-07T07:56:28
83,8d1bf869-cac0-4a42-83c7-7b704e1f2516,gaming console,Electronics,2,2025-06-05T21:00:12
84,8d1bf869-cac0-4a42-83c7-7b704e1f2516,tablet,Electronics,0,2025-06-05T20:11:33
85,9636df99-5a1c-4d40-aab9-8355d375c589,dinnerware,Home & Kitchen,2,2025-06-09T03:28:32
86,9636df99-5a1c-4d40-aab9-8355d375c589,storage solutions,Home & Kitchen,1,2025-06-07T05:58:49
87,9636df99-5a1c-4d40-aab9-8355d375c589,coffee maker,Home & Kitchen,3,2025-06-08T18:39:38
88,9636df99-5a1c-4d40-aab9-8355d375c589,home decor,Home & Kitchen,1,2025-06-08T12:13:25
89,9636df99-5a1c-4d40-aab9-8355d375c589,dinnerware,Home & Kitchen,1,2025-06-09T04:41:41
90,9636df99-5a1c-4d40-aab9-8355d375c589,bedding set,Home & Kitchen,2,2025-06-08T12:19:19
91,9636df99-5a1c-4d40-aab9-8355d375c589,kitchen utensils,Home & Kitchen,2,2025-06-09T02:59:38
92,9636df99-5a1c-4d40-aab9-8355d375c589,storage solutions,Home & Kitchen,1,2025-06-07T09:48:08
93,9636df99-5a1c-4d40-aab9-8355d375c589,dinnerware,Home & Kitchen,1,2025-06-08T21:24:30
94,9636df99-5a1c-4d40-aab9-8355d375c589,kitchen utensils,Home & Kitchen,1,2025-06-09T14:09:20
95,9636df99-5a1c-4d40-aab9-8355d375c589,dinnerware,Home & Kitchen,2,2025-06-08T19:08:08
96,9636df99-5a1c-4d40-aab9-8355d375c589,bedding set,Home & Kitchen,3,2025-06-07T05:25:43
97,9636df99-5a1c-4d40-aab9-8355d375c589,dinnerware,Home & Kitchen,1,2025-06-09T02:13:55
98,9636df99-5a1c-4d40-aab9-8355d375c589,coffee maker,Home & Kitchen,2,2025-06-08T18:27:22
99,9636df99-5a1c-4d40-aab9-8355d375c589,dinnerware,Home & Kitchen,1,2025-06-08T12:40:30
100,9636df99-5a1c-4d40-aab9-8355d375c589,kitchen utensils,Home & Kitchen,0,2025-06-06T23:36:13
101,9636df99-5a1c-4d40-aab9-8355d375c589,storage solutions,Home & Kitchen,3,2025-06-07T04:44:57
102,9636df99-5a1c-4d40-aab9-8355d375c589,dinnerware,Home & Kitchen,3,2025-06-09T18:12:05
103,9636df99-5a1c-4d40-aab9-8355d375c589,bedding set,Home & Kitchen,2,2025-06-08T18:18:05
104,9636df99-5a1c-4d40-aab9-8355d375c589,kitchen utensils,Home & Kitchen,2,2025-06-08T17:53:57
105,9636df99-5a1c-4d40-aab9-8355d375c589,cookware set,Home & Kitchen,0,2025-06-08T11:25:02
106,9636df99-5a1c-4d40-aab9-8355d375c589,toaster,Home & Kitchen,2,2025-06-08T02:38:34
107,9636df99-5a1c-4d40-aab9-8355d375c589,toaster,Home & Kitchen,2,2025-06-09T08:21:26
108,0123dabf-f275-4548-b35c-d2aba320a65d,winter jacket,Clothing,1,2025-06-04T09:23:25
109,0123dabf-f275-4548-b35c-d2aba320a65d,children's books,Books,2,2025-06-06T10:51:28
110,0123dabf-f275-4548-b35c-d2aba320a65d,summer shorts,Clothing,3,2025-06-06T18:48:16
111,0123dabf-f275-4548-b35c-d2aba320a65d,children's books,Books,0,2025-06-04T09:45:45
112,0123dabf-f275-4548-b35c-d2aba320a65d,business books,Books,0,2025-06-04T17:17:41
113,0123dabf-f275-4548-b35c-d2aba320a65d,cookbooks,Books,2,2025-06-07T18:37:55
114,026205b3-108d-4fb0-b120-f3d822b4453e,fiction novels,Books,1,2025-06-04T20:28:11
115,026205b3-108d-4fb0-b120-f3d822b4453e,science books,Books,0,2025-06-04T07:02:51
116,026205b3-108d-4fb0-b120-f3d822b4453e,history books,Books,3,2025-06-09T15:30:43
117,026205b3-108d-4fb0-b120-f3d822b4453e,art books,Books,1,2025-06-09T20:18:29
118,026205b3-108d-4fb0-b120-f3d822b4453e,art books,Books,0,2025-06-06T14:22:36
119,026205b3-108d-4fb0-b120-f3d822b4453e,cookbooks,Books,3,2025-06-08T13:58:20
120,026205b3-108d-4fb0-b120-f3d822b4453e,history books,Books,0,2025-06-08T00:56:54
121,026205b3-108d-4fb0-b120-f3d822b4453e,children's books,Books,2,2025-06-06T16:32:55
122,026205b3-108d-4fb0-b120-f3d822b4453e,science books,Books,3,2025-06-09T11:33:53
123,026205b3-108d-4fb0-b120-f3d822b4453e,fiction novels,Books,1,2025-06-05T06:59:43
124,026205b3-108d-4fb0-b120-f3d822b4453e,cookbooks,Books,0,2025-06-06T07:10:04
125,026205b3-108d-4fb0-b120-f3d822b4453e,cookbooks,Books,0,2025-06-06T22:18:51
126,7911ec9c-66e9-4801-ae2f-72a79fe5670c,outdoor gear,Sports,1,2025-06-09T09:46:24
127,7911ec9c-66e9-4801-ae2f-72a79fe5670c,gym accessories,Sports,3,2025-06-08T22:55:16
128,7911ec9c-66e9-4801-ae2f-72a79fe5670c,yoga mat,Sports,2,2025-06-09T03:23:05
129,7911ec9c-66e9-4801-ae2f-72a79fe5670c,gym accessories,Sports,2,2025-06-09T21:07:53
130,7911ec9c-66e9-4801-ae2f-72a79fe5670c,yoga mat,Sports,2,2025-06-09T01:07:39
131,7911ec9c-66e9-4801-ae2f-72a79fe5670c,outdoor gear,Sports,2,2025-06-08T22:46:52
132,7911ec9c-66e9-4801-ae2f-72a79fe5670c,team sports,Sports,0,2025-06-09T17:40:16
133,7911ec9c-66e9-4801-ae2f-72a79fe5670c,yoga mat,Sports,1,2025-06-09T11:30:06
134,7911ec9c-66e9-4801-ae2f-72a79fe5670c,yoga mat,Sports,0,2025-06-09T18:35:21
135,7911ec9c-66e9-4801-ae2f-72a79fe5670c,yoga mat,Sports,2,2025-06-09T05:00:14
136,7911ec9c-66e9-4801-ae2f-72a79fe5670c,running shoes,Sports,1,2025-06-09T14:15:19
137,7911ec9c-66e9-4801-ae2f-72a79fe5670c,gym accessories,Sports,2,2025-06-09T02:33:46
138,7911ec9c-66e9-4801-ae2f-72a79fe5670c,running shoes,Sports,2,2025-06-09T07:07:02
139,7911ec9c-66e9-4801-ae2f-72a79fe5670c,team sports,Sports,2,2025-06-09T20:31:42
140,7911ec9c-66e9-4801-ae2f-72a79fe5670c,fitness tracker,Sports,3,2025-06-09T06:23:20
141,7911ec9c-66e9-4801-ae2f-72a79fe5670c,yoga mat,Sports,1,2025-06-09T17:36:16
142,7911ec9c-66e9-4801-ae2f-72a79fe5670c,sports equipment,Sports,0,2025-06-09T19:09:24
143,7911ec9c-66e9-4801-ae2f-72a79fe5670c,running shoes,Sports,0,2025-06-09T12:39:18
144,7911ec9c-66e9-4801-ae2f-72a79fe5670c,outdoor gear,Sports,1,2025-06-09T17:37:19
145,7911ec9c-66e9-4801-ae2f-72a79fe5670c,sports clothing,Sports,2,2025-06-09T00:59:29
146,7911ec9c-66e9-4801-ae2f-72a79fe5670c,sports equipment,Sports,0,2025-06-09T03:13:54
147,69a68d24-b04c-4207-934b-9433e70cca54,smart watch,Electronics,1,2025-06-07T04:30:33
148,69a68d24-b04c-4207-934b-9433e70cca54,women's dress,Clothing,0,2025-06-07T21:42:01
149,69a68d24-b04c-4207-934b-9433e70cca54,tablet,Electronics,3,2025-06-09T17:12:09
150,69a68d24-b04c-4207-934b-9433e70cca54,laptop,Electronics,0,2025-06-08T10:30:56
151,69a68d24-b04c-4207-934b-9433e70cca54,smartphone,Electronics,3,2025-06-09T10:45:36
152,69a68d24-b04c-4207-934b-9433e70cca54,children's books,Books,2,2025-06-08T06:13:01
153,69a68d24-b04c-4207-934b-9433e70cca54,gaming console,Electronics,0,2025-06-07T06:18:51
154,69a68d24-b04c-4207-934b-9433e70cca54,laptop,Electronics,1,2025-06-08T22:13:29
155,69a68d24-b04c-4207-934b-9433e70cca54,winter jacket,Clothing,1,2025-06-07T18:36:29
156,69a68d24-b04c-4207-934b-9433e70cca54,tablet,Electronics,0,2025-06-08T18:16:54
157,69a68d24-b04c-4207-934b-9433e70cca54,smartphone,Electronics,0,2025-06-07T22:45:04
158,69a68d24-b04c-4207-934b-9433e70cca54,jeans,Clothing,0,2025-06-07T07:12:10
159,69a68d24-b04c-4207-934b-9433e70cca54,fiction novels,Books,1,2025-06-09T15:27:33
160,69a68d24-b04c-4207-934b-9433e70cca54,self-help books,Books,2,2025-06-07T16:54:32
161,54336e0c-26c1-4897-9fe5-bb4783966123,accessories,Clothing,0,2025-06-07T04:27:22
162,54336e0c-26c1-4897-9fe5-bb4783966123,coffee maker,Home & Kitchen,1,2025-06-07T21:58:03
163,54336e0c-26c1-4897-9fe5-bb4783966123,home decor,Home & Kitchen,3,2025-06-07T06:19:56
164,54336e0c-26c1-4897-9fe5-bb4783966123,business books,Books,0,2025-06-08T16:22:32
165,54336e0c-26c1-4897-9fe5-bb4783966123,men's t-shirt,Clothing,2,2025-06-06T05:24:27
166,54336e0c-26c1-4897-9fe5-bb4783966123,coffee maker,Home & Kitchen,3,2025-06-07T20:13:25
167,54336e0c-26c1-4897-9fe5-bb4783966123,home decor,Home & Kitchen,0,2025-06-08T10:08:52
168,54336e0c-26c1-4897-9fe5-bb4783966123,blender,Home & Kitchen,0,2025-06-05T12:24:00
169,54336e0c-26c1-4897-9fe5-bb4783966123,business books,Books,2,2025-06-05T23:37:54
170,54336e0c-26c1-4897-9fe5-bb4783966123,cookware set,Home & Kitchen,0,2025-06-08T19:34:36
171,54336e0c-26c1-4897-9fe5-bb4783966123,coffee maker,Home & Kitchen,0,2025-06-05T17:34:33
172,54336e0c-26c1-4897-9fe5-bb4783966123,toaster,Home & Kitchen,3,2025-06-08T13:59:41
173,54336e0c-26c1-4897-9fe5-bb4783966123,accessories,Clothing,0,2025-06-06T06:09:11
174,54336e0c-26c1-4897-9fe5-bb4783966123,business books,Books,0,2025-06-04T09:19:16
175,54336e0c-26c1-4897-9fe5-bb4783966123,jeans,Clothing,0,2025-06-05T23:35:06
176,54336e0c-26c1-4897-9fe5-bb4783966123,summer shorts,Clothing,0,2025-06-06T17:18:16
177,54336e0c-26c1-4897-9fe5-bb4783966123,bedding set,Home & Kitchen,0,2025-06-05T00:01:25
178,54336e0c-26c1-4897-9fe5-bb4783966123,dinnerware,Home & Kitchen,3,2025-06-05T14:27:55
179,54336e0c-26c1-4897-9fe5-bb4783966123,toaster,Home & Kitchen,1,2025-06-05T18:01:42
180,54336e0c-26c1-4897-9fe5-bb4783966123,summer shorts,Clothing,0,2025-06-08T08:27:52
181,54336e0c-26c1-4897-9fe5-bb4783966123,winter jacket,Clothing,1,2025-06-06T15:57:50
182,54336e0c-26c1-4897-9fe5-bb4783966123,home decor,Home & Kitchen,0,2025-06-04T01:09:36
183,54336e0c-26c1-4897-9fe5-bb4783966123,coffee maker,Home & Kitchen,2,2025-06-04T11:48:11
184,54336e0c-26c1-4897-9fe5-bb4783966123,formal shirt,Clothing,0,2025-06-05T21:18:48
185,54336e0c-26c1-4897-9fe5-bb4783966123,history books,Books,0,2025-06-07T06:18:54
186,54336e0c-26c1-4897-9fe5-bb4783966123,accessories,Clothing,0,2025-06-08T09:55:07
187,54336e0c-26c1-4897-9fe5-bb4783966123,women's dress,Clothing,0,2025-06-08T17:06:28
188,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,running shoes,Sports,3,2025-06-09T11:44:38
189,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,sports clothing,Sports,1,2025-06-07T04:17:54
190,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,gym accessories,Sports,1,2025-06-08T20:06:01
191,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,outdoor gear,Sports,1,2025-06-07T11:07:42
192,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,team sports,Sports,2,2025-06-08T04:54:29
193,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,1,2025-06-08T03:42:43
194,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,team sports,Sports,2,2025-06-08T04:56:27
195,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,fitness tracker,Sports,2,2025-06-09T10:47:32
196,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,3,2025-06-08T08:30:42
197,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,0,2025-06-07T23:24:06
198,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,sports equipment,Sports,1,2025-06-08T15:39:51
199,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,3,2025-06-07T11:34:49
200,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,team sports,Sports,0,2025-06-09T09:39:12
201,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,2,2025-06-08T18:51:16
202,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,fitness tracker,Sports,3,2025-06-07T08:08:45
203,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,team sports,Sports,3,2025-06-07T21:49:53
204,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,2,2025-06-06T23:05:03
205,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,gym accessories,Sports,3,2025-06-07T03:41:23
206,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,outdoor gear,Sports,1,2025-06-07T07:50:56
207,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,fitness tracker,Sports,1,2025-06-07T01:57:49
208,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,0,2025-06-08T08:51:43
209,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,team sports,Sports,2,2025-06-07T12:07:10
210,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,outdoor gear,Sports,3,2025-06-08T10:05:03
211,59aad3fc-3a3c-4a3f-bdfa-ee1aeea27aa8,yoga mat,Sports,1,2025-06-07T20:00:38
212,4aa9247e-a381-4bb7-94bc-5ae86095fdde,coffee maker,Home & Kitchen,0,2025-06-04T12:00:15
213,4aa9247e-a381-4bb7-94bc-5ae86095fdde,coffee maker,Home & Kitchen,1,2025-06-01T18:16:30
214,4aa9247e-a381-4bb7-94bc-5ae86095fdde,kitchen utensils,Home & Kitchen,0,2025-06-01T00:47:03
215,4aa9247e-a381-4bb7-94bc-5ae86095fdde,bedding set,Home & Kitchen,0,2025-06-06T03:07:26
216,4aa9247e-a381-4bb7-94bc-5ae86095fdde,kitchen utensils,Home & Kitchen,0,2025-06-02T11:26:36
217,4aa9247e-a381-4bb7-94bc-5ae86095fdde,home decor,Home & Kitchen,1,2025-06-01T19:02:18
218,4aa9247e-a381-4bb7-94bc-5ae86095fdde,cookware set,Home & Kitchen,0,2025-06-03T09:13:35
219,4aa9247e-a381-4bb7-94bc-5ae86095fdde,blender,Home & Kitchen,0,2025-05-27T19:41:43
220,4aa9247e-a381-4bb7-94bc-5ae86095fdde,storage solutions,Home & Kitchen,0,2025-05-28T06:27:46
221,4aa9247e-a381-4bb7-94bc-5ae86095fdde,dinnerware,Home & Kitchen,2,2025-05-31T11:04:31
222,4aa9247e-a381-4bb7-94bc-5ae86095fdde,bedding set,Home & Kitchen,1,2025-05-31T13:21:37
223,4aa9247e-a381-4bb7-94bc-5ae86095fdde,coffee maker,Home & Kitchen,3,2025-05-29T04:59:33
224,4aa9247e-a381-4bb7-94bc-5ae86095fdde,kitchen utensils,Home & Kitchen,0,2025-05-30T15:10:56
225,4aa9247e-a381-4bb7-94bc-5ae86095fdde,home decor,Home & Kitchen,0,2025-06-03T05:40:38
226,4aa9247e-a381-4bb7-94bc-5ae86095fdde,cookware set,Home & Kitchen,2,2025-06-07T13:17:02
227,4aa9247e-a381-4bb7-94bc-5ae86095fdde,toaster,Home & Kitchen,1,2025-06-06T09:25:10
228,4aa9247e-a381-4bb7-94bc-5ae86095fdde,cookware set,Home & Kitchen,3,2025-06-09T20:30:49
229,4aa9247e-a381-4bb7-94bc-5ae86095fdde,blender,Home & Kitchen,0,2025-06-04T08:19:33
230,4aa9247e-a381-4bb7-94bc-5ae86095fdde,cookware set,Home & Kitchen,0,2025-05-29T05:24:36
231,4aa9247e-a381-4bb7-94bc-5ae86095fdde,bedding set,Home & Kitchen,2,2025-06-05T20:27:22
232,4aa9247e-a381-4bb7-94bc-5ae86095fdde,coffee maker,Home & Kitchen,2,2025-06-05T06:11:19
233,4aa9247e-a381-4bb7-94bc-5ae86095fdde,bedding set,Home & Kitchen,0,2025-06-08T18:49:09
234,4aa9247e-a381-4bb7-94bc-5ae86095fdde,home decor,Home & Kitchen,2,2025-06-03T14:33:45
235,4aa9247e-a381-4bb7-94bc-5ae86095fdde,home decor,Home & Kitchen,3,2025-06-02T13:06:38
236,4aa9247e-a381-4bb7-94bc-5ae86095fdde,bedding set,Home & Kitchen,0,2025-05-29T20:02:11
237,4aa9247e-a381-4bb7-94bc-5ae86095fdde,home decor,Home & Kitchen,0,2025-06-05T20:49:46
238,4aa9247e-a381-4bb7-94bc-5ae86095fdde,cookware set,Home & Kitchen,0,2025-06-08T12:43:46
239,4aa9247e-a381-4bb7-94bc-5ae86095fdde,kitchen utensils,Home & Kitchen,0,2025-06-08T06:58:03
240,4aa9247e-a381-4bb7-94bc-5ae86095fdde,cookware set,Home & Kitchen,1,2025-06-04T03:13:04
241,4aa9247e-a381-4bb7-94bc-5ae86095fdde,blender,Home & Kitchen,3,2025-06-02T22:57:30
242,4aa9247e-a381-4bb7-94bc-5ae86095fdde,home decor,Home & Kitchen,0,2025-06-01T18:26:29
243,4aa9247e-a381-4bb7-94bc-5ae86095fdde,home decor,Home & Kitchen,3,2025-05-30T11:01:21
244,4aa9247e-a381-4bb7-94bc-5ae86095fdde,cookware set,Home & Kitchen,2,2025-06-07T06:05:17
245,26b80005-fa77-4982-b88d-b24e347b2ec5,kitchen utensils,Home & Kitchen,0,2025-06-06T14:30:13
246,26b80005-fa77-4982-b88d-b24e347b2ec5,cookware set,Home & Kitchen,1,2025-06-01T22:29:16
247,26b80005-fa77-4982-b88d-b24e347b2ec5,coffee maker,Home & Kitchen,0,2025-06-08T21:37:25
248,26b80005-fa77-4982-b88d-b24e347b2ec5,dinnerware,Home & Kitchen,0,2025-06-07T23:08:49
249,26b80005-fa77-4982-b88d-b24e347b2ec5,dinnerware,Home & Kitchen,0,2025-06-01T14:11:48
250,26b80005-fa77-4982-b88d-b24e347b2ec5,cookware set,Home & Kitchen,0,2025-06-03T17:13:09
251,26b80005-fa77-4982-b88d-b24e347b2ec5,storage solutions,Home & Kitchen,0,2025-06-09T14:41:47
252,26b80005-fa77-4982-b88d-b24e347b2ec5,coffee maker,Home & Kitchen,0,2025-06-06T19:04:01
